tx_price,tx_size,tx_direction
34.73,100,-1.0
34.73,100,-1.0
34.73,309,
34.73,191,-1.0
34.725,100,
34.725,100,
34.725,100,
34.72,100,1.0
34.73,100,-1.0
34.73,300,
34.73,300,-1.0
34.73,109,
34.73,91,-1.0
34.73,100,-1.0
34.73,200,-1.0
34.73,209,-1.0
34.73,200,-1.0
34.73,100,-1.0
34.73,91,-1.0
34.73,100,-1.0
34.73,100,-1.0
34.73,100,-1.0
34.73,200,
34.73,91,
34.73,809,-1.0
34.73,391,-1.0
34.73,300,-1.0
34.73,200,-1.0
34.73,500,-1.0
34.73,9,-1.0
34.73,91,-1.0
34.73,339,
34.73,70,-1.0
34.73,30,-1.0
34.73,600,-1.0
34.73,470,
34.73,200,
34.73,100,
34.73,100,
34.73,100,-1.0
34.725,100,
34.73,100,-1.0
34.73,400,-1.0
34.725,100,
34.73,100,-1.0
34.73,100,-1.0
34.73,795,-1.0
34.73,400,
34.73,200,
34.73,100,
34.73,400,
34.73,25,
34.73,170,
34.73,100,
34.73,100,
34.73,16,
34.73,1000,
34.73,500,
34.73,200,
34.73,599,
34.73,570,-1.0
34.73,570,
34.73,100,
34.73,245,
34.73,200,
34.73,500,
34.73,200,
34.73,100,
34.73,300,
34.73,400,
34.73,100,
34.73,100,
34.73,100,-1.0
34.73,200,-1.0
34.73,295,-1.0
34.73,230,-1.0
34.73,199,
34.73,270,
34.73,505,-1.0
34.73,100,
34.73,100,
34.73,100,
34.73,100,
34.73,100,
34.73,200,
34.73,100,
34.73,125,-1.0
34.73,105,
34.73,395,
34.73,500,-1.0
34.73,1100,
34.73,100,
34.73,1205,
34.73,1000,
34.73,2400,-1.0
34.73,100,-1.0
34.73,395,-1.0
34.73,500,1.0
34.73,500,1.0
34.73,1200,1.0
34.73,500,
34.73,400,
34.73,100,
34.73,500,-1.0
34.73,113,
34.73,100,
34.73,100,
34.73,300,
34.73,200,
34.73,300,
34.73,45,
34.73,455,
34.73,45,
34.73,25,
34.73,475,
34.73,55,
34.73,394,
34.73,606,
34.74,100,-1.0
34.74,200,-1.0
34.73,100,1.0
34.73,100,1.0
34.73,100,1.0
34.73,100,1.0
34.73,100,1.0
34.73,1000,1.0
34.73,100,1.0
34.73,1,
34.73,100,1.0
34.73,100,1.0
34.73,390,1.0
34.73,619,1.0
34.73,100,1.0
34.73,390,1.0
34.73,1100,1.0
34.73,9,1.0
34.73,200,1.0
34.73,900,1.0
34.73,209,1.0
34.73,1000,1.0
34.73,100,1.0
34.73,14,1.0
34.73,30,1.0
34.73,75,1.0
34.73,78,1.0
34.74,100,-1.0
34.74,157,-1.0
34.74,5,-1.0
34.74,30,-1.0
34.74,60,-1.0
34.74,30,-1.0
34.73,394,1.0
34.74,30,-1.0
34.74,5,-1.0
34.74,5,-1.0
34.74,5,-1.0
34.74,10,-1.0
34.74,5,-1.0
34.73,100,1.0
34.74,5,-1.0
34.74,100,-1.0
34.74,47,-1.0
34.74,5,-1.0
34.73,100,1.0
34.73,100,1.0
34.735,100,
34.73,16,1.0
34.735,184,
34.735,100,
34.735,100,
34.7328,42,
34.74,100,-1.0
34.74,5,-1.0
34.74,5,-1.0
34.74,300,-1.0
34.73,400,1.0
34.73,100,1.0
34.73,1300,1.0
34.73,100,1.0
34.73,200,1.0
34.73,700,1.0
34.73,1000,1.0
34.73,500,1.0
34.73,100,1.0
34.73,500,1.0
34.73,1400,1.0
34.73,2200,1.0
34.73,400,1.0
34.73,400,1.0
34.74,80,-1.0
34.74,20,-1.0
34.74,5,-1.0
34.74,240,-1.0
34.74,30,
34.74,20,-1.0
34.74,20,-1.0
34.74,5,
34.74,5,-1.0
34.74,10,-1.0
34.74,25,-1.0
34.74,5,
34.74,20,-1.0
34.74,5,-1.0
34.74,5,-1.0
34.74,5,-1.0
34.74,5,-1.0
34.74,5,-1.0
34.74,130,-1.0
34.74,5,-1.0
34.74,5,-1.0
34.74,5,-1.0
34.74,5,-1.0
34.74,30,-1.0
34.74,5,-1.0
34.74,54,-1.0
34.74,10,
34.74,5,
34.74,5,
34.74,100,-1.0
34.7386,70,
34.74,70,-1.0
34.73,100,1.0
34.74,500,-1.0
34.73,200,1.0
34.74,300,-1.0
34.74,100,-1.0
34.74,300,-1.0
34.735,100,
34.74,49,-1.0
34.74,184,-1.0
34.73,15,1.0
34.74,100,-1.0
34.74,100,-1.0
34.74,218,
34.74,100,
34.74,500,-1.0
34.74,300,-1.0
34.74,89,
34.74,16,-1.0
34.74,127,-1.0
34.74,200,-1.0
34.74,300,
34.74,100,-1.0
34.74,100,-1.0
34.74,100,
34.74,93,-1.0
34.74,173,-1.0
34.74,100,-1.0
34.74,16,-1.0
34.74,200,-1.0
34.74,611,-1.0
34.74,100,-1.0
34.74,74,-1.0
34.735,100,
34.74,274,-1.0
34.74,100,
34.74,100,
34.74,100,-1.0
34.74,26,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.74,200,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.74,1000,-1.0
34.735,100,
34.74,100,-1.0
34.74,200,-1.0
34.74,30,-1.0
34.74,100,-1.0
34.739000000000004,300,
34.74,100,
34.74,100,-1.0
34.74,32,-1.0
34.74,200,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.731,64,
34.7368,100,
34.74,100,-1.0
34.74,400,-1.0
34.736,500,
34.74,100,-1.0
34.735,100,
34.735,7,
34.735,100,
34.74,289,-1.0
34.74,100,-1.0
34.73,100,1.0
34.7367,200,
34.735,600,
34.735,100,
34.74,87,
34.7346,260,
34.74,24,-1.0
34.74,76,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.735,200,
34.74,1300,-1.0
34.74,100,-1.0
34.74,100,
34.74,100,
34.735,100,
34.74,100,-1.0
34.7399,6,
34.74,180,
34.74,100,-1.0
34.74,200,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.7301,60,
34.735,100,
34.74,60,-1.0
34.74,128,-1.0
34.74,91,-1.0
34.735,100,
34.74,100,-1.0
34.74,100,
34.74,100,
34.74,367,
34.74,200,-1.0
34.74,9,-1.0
34.74,100,-1.0
34.74,1200,
34.74,287,-1.0
34.74,1400,-1.0
34.74,100,-1.0
34.74,223,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.74,3,-1.0
34.74,500,-1.0
34.74,100,-1.0
34.74,60,-1.0
34.74,100,-1.0
34.74,62,-1.0
34.74,84,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.74,100,-1.0
34.74,200,-1.0
34.74,100,-1.0
34.74,200,-1.0
34.74,100,-1.0
34.74,100,
34.74,100,
34.74,249,
34.74,73,
34.74,627,
34.74,100,
34.74,384,-1.0
34.74,2,
34.74,571,-1.0
34.74,100,-1.0
34.74,7,
34.74,193,-1.0
34.74,54,
34.74,4,
34.74,43,
34.74,89,-1.0
34.74,157,
34.74,767,
34.74,1200,
34.74,100,
34.74,2,
34.74,100,
34.74,200,1.0
34.74,100,1.0
34.74,200,1.0
34.74,800,1.0
34.745,100,
34.745,100,
34.75,100,-1.0
34.75,100,-1.0
34.74,100,1.0
34.75,200,-1.0
34.75,100,
34.75,100,
34.75,28,-1.0
34.75,100,-1.0
34.74,713,1.0
34.74,400,1.0
34.74,300,1.0
34.74,351,1.0
34.74,49,1.0
34.74,800,
34.74,100,1.0
34.74,450,1.0
34.74,1039,1.0
34.74,400,1.0
34.74,100,1.0
34.74,100,1.0
34.745,100,
34.745,100,
34.745,100,
34.745,100,
34.745,100,
34.745,600,
34.745,500,
34.74,100,1.0
34.74,10,
34.7458,143,
34.74,11,1.0
34.74,89,1.0
34.74,200,1.0
34.74,200,1.0
34.74,300,
34.745,14,
34.745,100,
34.745,100,
34.7442,150,
34.745,100,
34.745,100,
34.745,100,
34.745,164,
34.745,100,
34.745,100,
34.7401,95,
34.745,100,
34.745,100,
34.74,100,1.0
34.74,100,1.0
34.745,100,
34.745,100,
34.745,100,
34.745,100,
34.745,200,
34.745,100,
34.74,100,
34.74,31,
34.74,69,1.0
34.74,64,1.0
34.74,100,1.0
34.74,200,1.0
34.745,100,
34.745,76,
34.745,24,
34.75,200,-1.0
34.745,500,
34.745,100,
34.745,100,
34.745,100,
34.745,100,
34.745,100,
34.75,82,-1.0
34.75,100,-1.0
34.75,18,
34.75,100,
34.745,100,
34.75,100,-1.0
34.75,100,-1.0
34.75,200,-1.0
34.75,550,-1.0
34.75,250,
34.75,300,-1.0
34.75,100,-1.0
34.75,100,-1.0
34.75,100,
34.75,16,
34.75,100,-1.0
34.75,179,-1.0
34.75,155,-1.0
34.75,564,-1.0
34.75,700,-1.0
34.75,436,
34.75,592,-1.0
34.75,59,-1.0
34.7499,101,
34.75,100,-1.0
34.75,200,-1.0
34.75,100,
34.75,200,-1.0
34.75,554,-1.0
34.75,41,-1.0
34.75,100,-1.0
34.75,100,-1.0
34.75,100,-1.0
34.75,100,-1.0
34.75,6,-1.0
34.75,100,-1.0
34.75,100,-1.0
34.75,84,-1.0
34.75,200,-1.0
34.75,100,-1.0
34.75,400,-1.0
34.75,100,
34.75,100,-1.0
34.75,100,-1.0
34.75,200,1.0
34.75,100,1.0
34.75,1,
34.75,100,1.0
34.75,100,1.0
34.75,199,1.0
34.75,200,1.0
34.7573,28,
34.76,100,
34.75,100,1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,66,
34.76,100,-1.0
34.76,100,
34.76,400,
34.76,200,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,
34.76,200,
34.76,200,
34.76,100,-1.0
34.7597,200,
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,459,-1.0
34.7597,200,
34.755,500,
34.755,100,
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,200,-1.0
34.76,200,
34.76,100,-1.0
34.751,3,
34.76,100,
34.76,100,
34.76,200,-1.0
34.76,200,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.755,100,
34.76,600,-1.0
34.76,30,-1.0
34.76,400,-1.0
34.76,100,-1.0
34.75,1200,1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,
34.76,100,
34.755,147,
34.75,800,1.0
34.76,100,-1.0
34.755,100,
34.755,1100,
34.76,100,-1.0
34.76,100,
34.755,100,
34.755,100,
34.76,57,
34.76,100,-1.0
34.76,100,-1.0
34.76,100,
34.76,100,-1.0
34.76,38,-1.0
34.755,200,
34.755,400,
34.755,300,
34.755,400,
34.755,100,
34.755,400,
34.755,308,
34.755,300,
34.755,300,
34.755,600,
34.755,200,
34.755,400,
34.755,200,
34.755,200,
34.755,600,
34.755,200,
34.755,100,
34.755,400,
34.755,100,
34.755,25,
34.76,100,-1.0
34.7501,41,
34.76,200,-1.0
34.755,100,
34.755,100,
34.7501,200,
34.76,100,-1.0
34.755,100,
34.75,2000,1.0
34.75,1400,1.0
34.755,100,
34.755,75,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.76,100,-1.0
34.76,54,-1.0
34.755,200,
34.755,100,
34.76,98,-1.0
34.76,348,
34.76,100,-1.0
34.76,250,
34.76,200,-1.0
34.76,300,-1.0
34.76,300,-1.0
34.76,100,
34.76,200,
34.76,100,
34.76,100,
34.76,200,
34.76,100,-1.0
34.76,300,-1.0
34.76,72,
34.76,100,-1.0
34.76,100,-1.0
34.76,200,-1.0
34.76,44,-1.0
34.7599,16,
34.76,100,-1.0
34.76,100,
34.76,80,
34.76,100,-1.0
34.76,80,-1.0
34.76,32,-1.0
34.76,188,-1.0
34.76,800,-1.0
34.76,200,-1.0
34.76,200,-1.0
34.76,200,-1.0
34.76,299,
34.76,100,-1.0
34.76,1700,-1.0
34.75,100,1.0
34.76,100,-1.0
34.755,100,
34.76,100,-1.0
34.76,100,-1.0
34.755,100,
34.76,100,-1.0
34.76,100,-1.0
34.7599,120,
34.755,200,
34.755,100,
34.76,100,-1.0
34.76,200,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,200,-1.0
34.76,299,-1.0
34.76,1,-1.0
34.755,100,
34.76,100,-1.0
34.75,181,1.0
34.75,100,1.0
34.75,5,1.0
34.75,200,1.0
34.75,177,
34.75,100,1.0
34.75,100,1.0
34.75,23,1.0
34.75,77,1.0
34.75,72,1.0
34.75,28,1.0
34.75,82,1.0
34.75,18,1.0
34.75,174,
34.75,181,1.0
34.75,100,1.0
34.75,382,
34.75,100,
34.75,100,
34.75,562,
34.75,375,
34.75,100,
34.75,500,
34.75,1,
34.75,100,1.0
34.75,100,1.0
34.75,100,1.0
34.75,100,1.0
34.75,100,1.0
34.75,200,1.0
34.75,220,
34.755,100,
34.755,100,
34.75,100,
34.75,100,1.0
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,500,
34.75,100,
34.75,3,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.75,100,1.0
34.75,100,1.0
34.75,100,1.0
34.75,33,1.0
34.758,100,
34.755,100,
34.758,100,
34.758,100,
34.758,33,
34.755,150,
34.755,100,
34.75,100,1.0
34.755,200,
34.7599,95,
34.755,100,
34.75,1800,
34.755,100,
34.755,100,
34.75,100,1.0
34.75,100,1.0
34.75,100,1.0
34.75,708,1.0
34.75,100,1.0
34.75,500,1.0
34.75,20,1.0
34.75,93,1.0
34.75,100,1.0
34.75,100,1.0
34.75,100,1.0
34.75,107,1.0
34.75,100,
34.75,100,
34.75,663,
34.755,100,
34.75,100,1.0
34.75,800,1.0
34.75,300,1.0
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,36,
34.759,300,
34.755,100,
34.75,100,1.0
34.75,100,
34.755,200,
34.75,1171,1.0
34.755,100,
34.75,100,
34.75,100,1.0
34.75,100,1.0
34.75,100,
34.755,100,
34.755,100,
34.755,300,
34.755,100,
34.75,1856,1.0
34.75,78,
34.75,100,
34.75,200,
34.75,100,1.0
34.755,100,
34.75,100,
34.755,100,
34.75,100,
34.75,100,1.0
34.75,100,1.0
34.755,100,
34.75,100,1.0
34.7555,300,
34.755,1000,
34.755,100,
34.755,100,
34.75,100,1.0
34.75,34,
34.755,400,
34.755,300,
34.755,400,
34.76,280,-1.0
34.75,5,
34.755,200,
34.755,100,
34.75,100,1.0
34.75,100,1.0
34.75,300,
34.7515,700,
34.755,100,
34.75,1036,1.0
34.75,200,1.0
34.75,100,1.0
34.75,100,1.0
34.75,700,1.0
34.75,17,1.0
34.75,100,1.0
34.75,100,1.0
34.75,100,1.0
34.75,100,1.0
34.75,2729,1.0
34.75,100,1.0
34.75,419,1.0
34.75,600,1.0
34.75,200,
34.75,100,1.0
34.75,100,1.0
34.75,41,1.0
34.75,100,1.0
34.75,47,1.0
34.75,500,1.0
34.75,100,
34.75,100,
34.75,500,
34.75,200,
34.75,134,
34.75,537,
34.75,100,
34.75,56,
34.75,200,1.0
34.75,100,
34.75,247,
34.75,100,
34.75,300,1.0
34.75,360,1.0
34.75,100,1.0
34.75,53,1.0
34.75,47,1.0
34.75,200,1.0
34.75,40,1.0
34.75,100,1.0
34.75,200,1.0
34.75,100,1.0
34.75,300,1.0
34.75,47,
34.75,200,
34.75,160,1.0
34.75,100,1.0
34.75,600,
34.75,392,
34.75,21,1.0
34.75,9,1.0
34.75,1,1.0
34.75,5,1.0
34.75,900,1.0
34.76,104,-1.0
34.75,3,1.0
34.75,100,1.0
34.75,100,1.0
34.75,100,1.0
34.75,200,1.0
34.75,22,
34.75,344,1.0
34.755,100,
34.755,100,
34.75,52,1.0
34.75,48,1.0
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.75,100,1.0
34.75,100,
34.75,28,1.0
34.755,200,
34.76,100,-1.0
34.76,407,-1.0
34.76,197,-1.0
34.75,100,1.0
34.75,500,1.0
34.755,368,
34.755,7,
34.755,3,
34.755,3,
34.755,100,
34.755,200,
34.755,100,
34.755,300,
34.76,300,-1.0
34.76,100,-1.0
34.76,600,
34.755,100,
34.755,100,
34.755,700,
34.755,200,
34.755,200,
34.755,100,
34.755,100,
34.755,100,
34.755,100,
34.755,500,
34.755,100,
34.755,100,
34.755,100,
34.76,100,
34.76,100,
34.76,300,-1.0
34.76,300,-1.0
34.76,479,-1.0
34.76,5,-1.0
34.76,200,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,88,-1.0
34.76,100,-1.0
34.76,300,
34.76,100,
34.76,72,-1.0
34.76,200,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,49,-1.0
34.76,100,
34.76,100,
34.76,200,-1.0
34.76,67,
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,200,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,45,-1.0
34.76,100,-1.0
34.76,155,-1.0
34.76,200,
34.755,100,
34.755,100,
34.755,100,
34.755,95,
34.76,200,-1.0
34.76,300,-1.0
34.76,500,-1.0
34.76,800,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.755,400,
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,59,-1.0
34.755,100,
34.755,800,
34.755,400,
34.755,198,
34.76,100,-1.0
34.755,100,
34.76,500,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,
34.76,200,
34.76,100,
34.76,505,
34.76,295,
34.755,100,
34.76,200,-1.0
34.76,100,
34.76,200,-1.0
34.76,200,-1.0
34.76,85,-1.0
34.755,100,
34.76,100,-1.0
34.76,100,-1.0
34.76,200,
34.76,1132,
34.76,100,
34.76,100,
34.76,68,
34.76,100,
34.76,41,
34.76,200,-1.0
34.76,115,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,83,-1.0
34.76,100,
34.76,100,
34.76,200,
34.76,100,
34.76,135,-1.0
34.76,100,-1.0
34.76,157,-1.0
34.76,17,-1.0
34.76,100,-1.0
34.76,486,
34.76,454,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,4,-1.0
34.76,200,-1.0
34.76,100,-1.0
34.76,26,-1.0
34.76,25,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,100,
34.76,100,
34.76,100,1.0
34.76,100,1.0
34.76,1,
34.76,100,
34.76,2090,1.0
34.76,100,-1.0
34.76,100,-1.0
34.76,1,-1.0
34.76,99,
34.76,100,
34.76,100,1.0
34.76,100,1.0
34.76,100,1.0
34.76,100,1.0
34.765,100,
34.76,200,1.0
34.76,100,1.0
34.76,100,1.0
34.76,100,1.0
34.76,800,1.0
34.76,400,1.0
34.76,400,1.0
34.765,10,
34.765,100,
34.765,90,
34.765,100,
34.76,810,1.0
34.765,200,
34.765,100,
34.765,100,
34.765,100,
34.77,100,-1.0
34.76,100,1.0
34.764,1687,
34.77,100,-1.0
34.764,1,
34.77,200,-1.0
34.77,14,-1.0
34.765,100,
34.77,100,-1.0
34.765,286,
34.77,100,-1.0
34.765,100,
34.766,500,
34.765,100,
34.77,72,-1.0
34.765,200,
34.765,100,
34.765,200,
34.77,100,-1.0
34.77,100,
34.77,100,
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,300,-1.0
34.77,150,-1.0
34.77,100,-1.0
34.77,200,-1.0
34.77,700,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.765,100,
34.77,100,
34.77,100,-1.0
34.77,100,-1.0
34.77,103,-1.0
34.77,300,
34.77,200,-1.0
34.77,22,-1.0
34.77,42,-1.0
34.77,97,-1.0
34.77,100,-1.0
34.77,200,-1.0
34.77,700,-1.0
34.77,100,
34.77,13,
34.77,100,-1.0
34.77,200,-1.0
34.77,132,-1.0
34.77,200,-1.0
34.7699,100,
34.77,100,
34.765,100,
34.77,100,-1.0
34.765,100,
34.77,100,
34.92,1300,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,200,-1.0
34.77,68,-1.0
34.77,100,-1.0
34.77,50,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,200,-1.0
34.77,100,-1.0
34.77,100,
34.77,178,-1.0
34.765,100,
34.76,100,1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,200,
34.77,100,
34.77,200,
34.77,100,
34.77,794,-1.0
34.77,100,-1.0
34.77,700,-1.0
34.77,100,-1.0
34.77,200,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,616,-1.0
34.77,100,
34.77,100,
34.77,100,
34.77,100,
34.78,80,-1.0
34.78,200,-1.0
34.78,100,-1.0
34.78,100,-1.0
34.78,100,-1.0
34.78,100,-1.0
34.78,100,-1.0
34.78,100,-1.0
34.78,200,-1.0
34.78,100,-1.0
34.78,100,-1.0
34.78,558,-1.0
34.78,987,-1.0
34.77,100,1.0
34.775,100,
34.775,100,
34.775,100,
34.77,300,1.0
34.78,100,-1.0
34.775,100,
34.775,300,
34.775,400,
34.775,100,
34.775,300,
34.775,100,
34.775,500,
34.775,1062,
34.77,38,1.0
34.775,510,
34.775,100,
34.775,290,
34.775,100,
34.775,100,
34.77,100,
34.775,100,
34.77,10,1.0
34.775,100,
34.7701,500,
34.775,100,
34.775,100,
34.7701,200,
34.775,100,
34.775,100,
34.775,100,
34.77,600,1.0
34.77,100,1.0
34.77,300,1.0
34.77,100,1.0
34.77,100,1.0
34.77,900,1.0
34.77,100,
34.77,200,1.0
34.77,400,1.0
34.77,100,
34.77,100,
34.77,11,
34.77,100,1.0
34.77,100,1.0
34.77,100,
34.77,100,
34.77,200,1.0
34.77,300,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,1392,-1.0
34.77,200,
34.77,100,
34.77,100,-1.0
34.77,8,-1.0
34.77,100,
34.77,100,
34.77,100,
34.77,100,-1.0
34.77,200,-1.0
34.77,100,-1.0
34.77,400,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.765,300,
34.76,300,1.0
34.76,300,
34.76,200,
34.76,100,
34.76,100,1.0
34.76,200,1.0
34.76,100,1.0
34.76,200,1.0
34.76,200,1.0
34.76,200,1.0
34.76,300,1.0
34.76,100,1.0
34.76,100,1.0
34.76,500,1.0
34.76,100,
34.76,200,1.0
34.76,100,1.0
34.76,400,
34.76,300,
34.76,100,1.0
34.76,300,1.0
34.76,100,1.0
34.76,100,1.0
34.76,300,1.0
34.76,100,1.0
34.76,100,1.0
34.76,30,1.0
34.76,47,1.0
34.76,100,1.0
34.76,33,1.0
34.765,100,
34.76,39,1.0
34.765,67,
34.769,99,
34.765,100,
34.76,100,1.0
34.765,100,
34.765,100,
34.7632,200,
34.7633,140,
34.76,3,1.0
34.765,100,
34.765,400,
34.765,188,
34.765,412,
34.765,100,
34.765,100,
34.765,100,
34.765,288,
34.765,112,
34.76,188,1.0
34.765,100,
34.765,100,
34.765,53,
34.7675,100,
34.76,300,1.0
34.76,100,
34.765,100,
34.76,200,1.0
34.76,100,
34.76,100,1.0
34.765,100,
34.765,100,
34.765,100,
34.765,100,
34.765,100,
34.765,100,
34.765,100,
34.765,100,
34.765,100,
34.765,100,
34.765,100,
34.76,100,1.0
34.76,100,1.0
34.76,100,1.0
34.76,200,1.0
34.76,100,1.0
34.76,500,1.0
34.76,698,1.0
34.76,100,1.0
34.76,100,1.0
34.76,100,
34.76,255,1.0
34.76,100,1.0
34.76,100,1.0
34.76,100,
34.76,200,1.0
34.76,100,1.0
34.76,100,1.0
34.76,100,1.0
34.76,100,1.0
34.76,100,1.0
34.76,800,1.0
34.76,300,
34.76,165,1.0
34.76,400,1.0
34.76,14,
34.76,100,1.0
34.76,35,1.0
34.76,100,1.0
34.76,472,1.0
34.76,100,1.0
34.76,2800,
34.76,65,1.0
34.76,200,1.0
34.76,100,1.0
34.76,100,
34.76,100,1.0
34.76,300,1.0
34.76,377,1.0
34.76,100,1.0
34.76,300,1.0
34.76,100,1.0
34.76,100,1.0
34.76,30,1.0
34.76,200,1.0
34.76,100,1.0
34.76,100,1.0
34.77,101,-1.0
34.765,100,
34.76,600,
34.76,93,1.0
34.76,7,1.0
34.765,100,
34.765,100,
34.765,100,
34.765,100,
34.765,100,
34.765,800,
34.765,100,
34.765,436,
34.77,800,-1.0
34.77,400,-1.0
34.765,100,
34.765,100,
34.77,583,-1.0
34.77,200,-1.0
34.77,200,-1.0
34.77,100,
34.77,200,
34.77,200,
34.77,123,-1.0
34.765,100,
34.765,100,
34.77,100,
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,1800,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,500,-1.0
34.77,166,-1.0
34.77,200,-1.0
34.77,200,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,200,-1.0
34.77,100,-1.0
34.77,400,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,
34.77,200,-1.0
34.77,100,-1.0
34.77,5,
34.77,100,-1.0
34.77,100,-1.0
34.77,34,-1.0
34.77,200,
34.77,100,
34.77,100,
34.77,153,
34.77,713,-1.0
34.77,160,-1.0
34.77,227,-1.0
34.765,100,
34.7699,102,
34.7699,4,
34.77,100,
34.765,200,
34.77,100,
34.77,400,-1.0
34.77,100,-1.0
34.77,600,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,300,
34.77,100,-1.0
34.77,47,-1.0
34.77,45,-1.0
34.77,8,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,
34.765,100,
34.77,100,-1.0
34.77,100,-1.0
34.77,200,-1.0
34.77,64,-1.0
34.77,300,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,136,-1.0
34.77,100,
34.77,200,-1.0
34.77,100,-1.0
34.77,1,-1.0
34.77,100,
34.77,200,-1.0
34.77,100,
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.76,100,1.0
34.77,100,
34.77,100,
34.77,100,
34.77,100,-1.0
34.77,200,-1.0
34.77,200,
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.765,100,
34.77,300,
34.77,100,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,62,-1.0
34.77,43,-1.0
34.765,237,
34.77,100,-1.0
34.77,136,-1.0
34.765,99,
34.77,100,-1.0
34.77,200,-1.0
34.77,64,-1.0
34.77,100,-1.0
34.77,100,
34.77,100,
34.765,100,
34.77,300,-1.0
34.76,100,1.0
34.77,100,-1.0
34.77,10,-1.0
34.77,5,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,100,
34.76,3400,1.0
34.77,100,
34.765,100,
34.77,100,
34.77,100,-1.0
34.77,100,
34.77,100,
34.764,100,
34.77,100,-1.0
34.765,100,
34.765,100,
34.76,15,1.0
34.765,100,
34.77,85,-1.0
34.77,100,-1.0
34.77,200,-1.0
34.77,300,-1.0
34.77,100,-1.0
34.77,100,-1.0
34.77,15,-1.0
34.77,100,-1.0
34.765,100,
